rank,title,summary,tags,interest_count,rating,gender,ages
1479,피차일반,"어설프지만 사랑스러운 패션잡지 신입 에디터 '하미로',
'피'가 '차'야(모여야) '일반'인이 될 수 있는 모기 인간 '모기남'을 만나다.

삼류 패션 잡지 회사의 신입 에디터 '하미로'
어느 날 떠오르는 신예 모델 '이지현'의 매니저라는 사람의 메일을 받게 된다.
들뜬 마음으로 통화를 하고 계약금을 보내버린 그녀…
결국 잡지 화보 촬영 당일이 되어서야 그 모든 게 사기였음을 알게 된다.

촬영도 펑크나고 계약금도 날려버리는 바람에 사회적 시한부가 되어 계단에서 울고 있던 미로는
심란한 와중에 눈치 없이 귓가에서 앵앵거리는 모기를 잡으려고 공중에서 박수를 치는데…

손에 잡힌 것은 모기가 아니라 웬 미남의 얼굴이었다!

이 모든 상황을 해결해줄 미남 '모기남'의 등장에 덜컥 그의 손을 잡아버린 미로.
자신도 모르는 사이 그와 '매혈 계약'을 해버리고 마는데…","['완결로맨스', '로맨스']",14987,9.92,여성,10대
1480,혼전계약서,"탁월한 경영감각으로 스타트업 회사를 설립한 젊은 CEO 우승희.
그녀는 어느 날 금왕그룹의 상속자 한무결과 결혼계약이 되어 있음을 알게 된다.
계약을 이행하지 않을 시에는 50억을 갚아야 하는 상황. 승희는 결혼을 하지 않기 위해 ‘계약서를 붙들고 있는 한 혼인 전’이라는 마음으로 혼전계약서를 제안한다.
그러나 밀당의 귀재, 한무결과 만날수록 그의 매력에 속절없이 빠져들게 된다. 하지만 보수적인 금왕 한씨 가문은 승희에게 ‘며느리다움’을 요구하며 승희에게 결혼을 한 뒤에는 사업을 그만두고 무결을 내조해야 한다고 강조한다. 게다가 무결의 매형이 될 사람은 대학시절부터 승희를 못마땅해 하던 그녀의 동기 명중우. 같은 학과 여학우 외모에 순위를 매기는 질 나쁜 무리의 리더였던 중우를 승희는 가능한 무시하려하지만, 중우는 승희의 일거수일투족에 개입하고 승희에 대한 안 좋은 소문을 퍼트리기까지 한다. 무결의 노력에도 불구하고 무결과 승희의 관계는 바람 앞 촛불처럼 위태로워지는데…….","['소설원작', '로맨스', '완결로맨스']",101265,9.79,여성,10대
1481,11me,"또 다른 내가 11명, 
신의 선물일까 혹은 장난일까?","['완결드라마', '2019 지상최대공모전', '드라마']",28717,9.89,여성,30대
1482,천재는 평범하게 살기로 했더,"현실적인 갈등과 인간관계를 다룬 천재는 평범하게 살기로 했더은 깊은 감동을 선사한다. 감성적인,  과거 요소가 더해져 더욱 흥미롭다.","['드라마', '감성적인', '과거', '가족']",101272,9.96,남성,40대
1483,2017 멋진 신세계,"지배할 것인가 지배당할 것인가!
당신 앞에 다가온 충격적인 미래.
2017 네이버 웹툰작가 IT 디스토피아 특집 단편선.","['완결스릴러', '스릴러', '완결무료']",32158,9.93,남성,20대
1484,Doll 체인지,"아름다운 인간형 슈트 [DOLL]을 차지하기 위해 싸워라! 
2016 대학만화 최강자전 수상작","['최강자전', '판타지', '완결판타지', '2016 최강자전']",171812,9.97,남성,10대
1485,마이너스의 손,"만지면 모두 부서진다.
마이너스의 오른손을 가진 소년 이야기","['액션판타지', '이능력', '최강자전', '성장물', '판타지', '액션', '소년물']",172479,9.96,남성,20대
1486,본격금연권장만화,"외모지상주의 박태준 작가가 전하는 금연 권장 메시지!
본 컨텐츠는 박태준 작가가 전하는 청소년 금연 캠페인으로, 보건복지부의 브랜드 웹툰 입니다.","['완결드라마', '완결무료', '드라마']",119831,9.88,여성,30대
1487,핑크레이디 클래식,"핑크레이디의 그와 그녀가 돌아오다.
 
겨울이와 현석이가 함께 떠나는 뒤죽박죽 미술사여행기","['완결드라마', '완결무료', '드라마']",61040,9.91,여성,30대
1488,스쿨홀릭,"신선생과 학생들이 함께 울고 웃는
대한민국 학교의 유쾌한 일상! 다함께 <스쿨홀릭>에 중독되어 봅시다!","['개그', '완결개그']",86598,9.89,남성,20대
1489,"헤어진 다음날, 달리기","한태수는 통통하고 게으르지만 마음씨만은 착한, 스포츠웨어 전문회사 Rav의 사무직 회사원이다.
그는 전 여친에게 실연당한 일을 계기로 삶을 바꿔보겠다고 결심한다.
소꿉친구이자 러너인 서바람을 보고 따라서 달려보기로 한다.","['감성', '스포츠성장', '성장드라마', '완결감성']",9486,9.98,남성,20대
1490,神장산범,"연애운 無 금전운 無 가족운 無, 노답팔자 홍시아. 
어느 겨울날 냥줍, 아니 장산범을 주웠다?!
엥?! 내가 초월적인 능력의 요괴 장산범을 각인시켰다고?!!
“내 계약자 팔자는 내가 정해.”
짐승남, 아니 진짜 짐승과 함께하는 인생역전 로맨스릴러!","['빙의', '로맨스', '로맨스코미디', '인외존재', '구원서사', '완결로맨스', '폭스남']",103689,9.68,여성,10대
1491,뱀은 꽃을 먹는가,"폭군 황제가 다스리는 황궁.
천재 악사 하랑은 황제가 끔찍이도 아끼는 꽃, 애화의 전속 악사로 부름 받는다.
그러나 황제는 하랑이 애화의 얼굴을 보는 것조차 용납할 수 없었다.

""이제는 아무 것도 담아서는 안 되는 저 눈을… 뽑아라!""

하랑은 저열한 욕망으로 자신의 눈을 멀게 만든, 황제와 애화에게 복수를 결심하는데…….","['복수극', '동양풍판타지', '로맨스', '완결로맨스']",79448,9.82,남성,10대
1492,일진에게 회초리,"조선시대의 가장 위대한 왕, 세종. 한글 반포를 앞둔 조선을 떠나 21세기 18살 불량 고등학생 정이도에게 빙의된다.
난무하는 급식체에 세종, 몸소 훈민정음의 참뜻을 가르친다.","['완결액션', '액션', '블루스트링']",125179,9.95,남성,20대
1493,크레이터,"전투를 위해 태어난 인간 투견!

주인을 위해 목숨을 걸고 싸워라!","['완결액션', '액션']",75072,9.93,남성,20대
1494,제 3 아파트,"""이웃들이 수상하다""
이웃간의 정을 중요시 하는 제 3 아파트.
친목질을 강요하지만 주인공 가족은 거부하고, 
그 후 이웃들은 숨통을 조여오기 시작한다.","['스릴러', '완결스릴러']",56070,9.28,남성,20대
1495,동반입대,"동반입대은 삶의 무게와 희망 사이에서 고민하는 인물들의 이야기를 그린다. 공감,  현대 요소가 더해져 더욱 흥미롭다.","['드라마', '공감', '현대', '우정']",9598,9.85,남성,40대
1496,제7원,"‘낯 선 감방에서 눈을 뜬 남자 4310. 
그는 자신이 기억을 잃었다는 것과 아울러 이 감방엔 문이 없는 사방이 벽뿐이라는 사실을 알게 된다!’","['스릴러', '완결스릴러']",17630,9.64,남성,20대
1497,호야,"동부 시베리아 인근. 환경생태학 박사 부부는 그곳을 탐방하다가 깊은 상처를 입은 새끼 호랑이를 발견하고, 그대로 데려다 키우게 된다. 
하지만 두 부부는 일찍 생을 마감하게 되고, 호랑이와 부부의 자식인 '호야'만 이 세상에 남겨지게 된다. 
인간 사회에서 떨어져서 야생 인간으로 자라게 된 호야는 여러 사건을 통해 도시로 오게 되는데……","['완결드라마', '드라마']",19720,9.79,여성,30대
1498,고백하면 끝나는 만화,"서로 다른 환경의 두 사람이 만나 진정한 사랑을 찾아가는 고백하면 끝나는 만화. 청춘,  무심남 요소가 더해져 더욱 흥미롭다.","['로맨스', '청춘', '무심남', '명량녀']",56094,9.93,여성,10대
1499,마주쳤다,"기억해줘, 우리가 마주쳤던 순간들. 
세상에 없던 나새끼 로맨스 액션툰, 마주쳤다","['완결드라마', '완결무료', '드라마']",1192951,9.83,여성,30대
1500,걸어서 30분,"은하학원 위성은과 지구봉의 귀갓길 로맨스. 
세상 가장 설레는 시간, 걸어서 30분","['로맨스', '성장드라마', '학원로맨스', '완결로맨스', '하이틴', '삼각관계']",551555,9.97,여성,10대
1501,나의 목소리를 들어라,"내세울 것 없는 남자에게 찾아온 대기업 면접의 기회. 본격 열혈 면접이 시작된다!
'들어는 보았나! 질풍기획!' 이현민 작가의 신작 <나의 목소리를 들어라!>","['개그', '완결개그']",57234,9.95,남성,20대
1502,소울카르텔,"소년과 악마의 계약으로 시작된, 사후세계에서 벌어지는 모험 액션 판타지.","['완결판타지', '판타지']",329694,9.96,남성,10대
1503,웨스트우드 비브라토,"어떤 악기든, 원하는 선율을 찾아주는 남아프리카의 천재 악기 수리공 코넬리아 보보 워셔.
'아일랜드','신암행어사' 윤인완 작가와 '바둑 삼국지' 김선희 작가가 선보이는 음악과 드라마.","['완결드라마', '슈퍼스트링', '드라마']",20999,9.92,여성,30대
1504,푸른 여름 단편선,푸른 여름 아래에서 이루어지는 남녀의 간질거리는 로맨스 단편선!,"['청춘로맨스', '동양풍로맨스', '로맨스', '완결로맨스']",8920,9.9,여성,10대
1505,망치하르방,"“왜 우리 집 형편에 내 꿈을 맞춰야 해?” 마법사가 되고 싶은 '탄'. 
50년 동안의 망치질로 마법 학교 학비를 마련하는데 성공한다. 
70살 할아버지의 마법학교 입학기! 
그런데 나... 마법사보다 강한 몸이 되어버렸을지도...?","['크리처', '판타지개그', '아카데미물', '병맛', '마법', '가벼운', '판타지', '중년']",77674,9.96,남성,10대
1506,애증화음,"치열하게 경쟁하는 서화예술고등학교 피아노과의 두 여학생 최인정과 선경화. 
중학교 시절부터 시작된 그들의 라이벌 관계는 끈질기게 계속되어왔다. 
고3이 된 최근, 항상 아슬하게 뒤처지던 인정의 피아노 실력이 경화를 바짝 따라잡았고 경화는 위기감에 흔들리기 시작하는데...
경화를 향한 인정의 집착, 인정을 향한 경화의 불안. 그 이유는 무엇일까.","['드라마', '라이벌', '집착물', '서바이벌', '예술', '시리어스', '고자극드라마', '까칠녀']",30098,9.94,여성,30대
1507,헥토파스칼,"전설로 불리던 싸움꾼 박한준.
더 이상 잃을 것도 없어 좌절하던 그에게 막대한 돈이 주어진다.
눈 에는 눈, 이 에는 이!
내가 당한 것만큼 반드시 되갚아 주겠다!
받은 것보다 더 돌려주는 통쾌한 복수,
그의 거침없는 분노가 폭발한다!","['격투기', '범죄', '사이다', '복수극', '학원액션', '재벌', '액션', '참교육', '소년물']",116827,9.9,남성,10대
1508,30일 후,"투병 중인 어머니와 함께 힘들게 살아가던 이강준.
어머니마저 결국 돌아가시게 되고, 장례식장에 찾아온 아버지 친구 최정설에게 아버지의 유품이라는 오래된 스마트폰을 받게 된다.
날짜가 30일 후로 설정된 이 스마트폰은 30일 후까지의 미래를 알 수 있는 폰이라는 것을 알게 되는데....","['스릴러', '완결스릴러']",21596,9.44,남성,20대
1509,소사이코티,"깊은 산 속에 위치한 명문 서로고등학교,
입학 D+100 고립된 아이들이 미쳐가기 시작했다!
그 어떤 감정도 허락되지 않은 이곳은 '감정통제구역', 우리는 탈출할 수 있을까?","['완결드라마', '2021 지상최대공모전', '완결무료', '드라마']",34667,9.72,여성,30대
1510,똑똑한 나 인증,본 콘텐츠는 네이버의 브랜드웹툰으로 모죠 작가와 조용석 작가가 전하는 다양한 네이버 서비스 이야기입니다.,"['완결일상', '일상', '완결무료']",5657,9.8,여성,30대
1511,왕따협상,"일진의 괴롭힘과 어머니의 집착으로 하루하루 지옥 같은 나날들.
왕따 주민성은 최악의 인생에서 벗어나기 위한 협상을 시작한다.","['완결드라마', '사이다', '2020 지상최대공모전', '드라마']",89752,9.67,남성,30대
1512,이츠마인,"""어떻게 해야 널 지킬 수 있을까, 다정아?"" 
10년 뒤 다정이가 죽는다는 메시지를 본 요한, 
과연 그는 그녀를 지켜낼 수 있을 것인가.","['집착물', '서스펜스', '스릴러', '복수극', '학원물', '완결스릴러']",313525,9.97,남성,20대
1513,완두콩먹방,"완두콩먹방은 웃음과 재미를 선사하는 유머러스한 작품이다. 열혈, 액션 요소가 더해져 더욱 흥미롭다.","['개그', '일상', '열혈', '액션', '가벼운']",21642,9.9,남성,10대
1514,마야고,"미스테리 스릴러 빙의,그리고 치명적인 시즌2 마야고!","['스릴러', '완결스릴러']",100758,9.95,남성,20대
1515,루나샵에 어서오세요!,"우주, 다양한 종의 행성인들이 모여 살아가는 연합 행성.
그러나 지구인 소녀 미샤는 소수종족이라는 이유로 차별받는다.
그러던 어느 날, 유명한 마법 용품 가게 <루나샵> 을 운영하는 사장의 비밀을 우연히 알게 되는데..!","['로맨스', '서양', '이능력', '감성적인', '마법', '성장물', '감성', '판타지', '힐링']",5942,9.92,여성,10대
1516,음악천재를 위하여,"가난한 집안을 부끄러워하던 강현은 주변의 연을 끊어가며 필사적으로 공부해 대성하지만 이윽고 자신의 이상이 잘못됨을 깨닫는다. 
설상가상으로 암에 걸리게 된 현은 지하철 선로에 떨어진 사람을 구하려다 치이고, 교향곡의 멜로디를 들으며 과거로 회귀한다. 
그렇게 전과 같은 삶을 살지 않겠다 다짐하던 현은 자신에게 엄청난 음악적 재능이 생긴 것을 깨닫는데….","['소설원작', '감성', '완결감성']",68568,9.84,남성,20대
1517,어느 날 남편이 생겼다,"""한 침대에서 자야지, 부부인데""
""키스해도 돼?""

다정하고 잘생기고 돈 많은 남편이 생겼다.
문제는 상대가 꼴도 보기 싫은 원수, '강시후' 라는 것.
우리가 행복한 신혼이었다니. 말도 안 돼!

사고 후 눈을 떠 보니, 남편이 된 것도 모자라
입만 열면 사랑 고백인 강시후.
도대체 지난 1년간 무슨 일이 있었던 거지?

이 결혼. 분명 뭔가 꿍꿍이가 있다.","['철벽녀', '리얼로맨스', '집착녀', '로맨스', '혐관', '재벌남', '첫사랑', '나쁜남자']",78003,9.87,여성,10대
1518,처음을 줄게!,"스무살 소윤, 고등학교 졸업과 함께 찾아온 이별의 아픔은 잠시! 첫 대학 친구들, 선배들. 처음 먹는 음식, 처음 가보는 장소. 첫 사랑과 첫 설렘. 새로 기록하게 될 나의 모든 처음을 위하여. 소심해도 할 말은 다 하는 소윤의 차곡차곡 캠퍼스 로맨스!","['리얼로맨스', '로맨스', '감성적인', '청춘', '러블리', '공감', '가벼운', '캠퍼스']",28472,9.83,여성,10대
1519,우리는 후라이족,"심한 천식질환으로 시골로 이사오게 된 11살 소년 호준이.
어느 날 밤.
푸른 눈을 가진 하얗고 포동포동한 털북숭이가 호준이 앞에 나타나 경고한다.
""우리는 후라이족입니다! 인간은 이 집을 떠나십시오!""","['동물', '무해한', '감성적인', '러블리', '성장물', '인외존재', '감성', '힐링']",23712,9.96,여성,10대
1520,악역을 길들인 줄 알았는데,"피폐물 속 악역과 같은 보육원 출신이라는 이유만으로 그의 손에 죽을 운명에 처했다!
아직 어린 그의 소꿉친구를 자처해 어떻게든 갱생에 성공한 줄 알았는데…

“맞아, 그 살인귀가 나야. 그래도 너만은 날 싫어하지 않을 거지?""

10년 만에 다시 만난 그는 어째서인지 완벽한 악역이 되어 있었다.","['회귀', '로맨스', '서양', '햇살녀', '악역이주인공', '햇살캐', '사연남', '나쁜남자']",64190,9.89,여성,10대
1521,즐거우리 우리네 인생,즐거우리 우리네 인생,"['완결일상', '일상']",24573,9.95,여성,30대
1522,연애고수,"외모는 B, 성품은 D- ...
남자를 '진짜' 볼 줄 아는 그녀의 비밀은
연애에 도움되는 정보가 담긴 상태창!
그런 그녀마저 뒤흔드는 특별한 남자들이 등장하는데..?

180도 달라진 전남친 승헌, 스탯창도 인정한 '완벽한 남자' 로운.
세 사람의 예측불허 로맨스가 시작된다!","['로맨스', '전남친', '직진남', '완결로맨스', '인플루언서', '삼각관계']",39153,9.81,여성,10대
1523,주인님을 잡아먹는 방법,"라운 왕국의 뛰어난 기사, 엘 루이즈 테레즈. 
그녀는 어느 파티에서 약혼자의 바람을 목격하고 파혼을 선언한다. 
파혼에 대한 충격으로 깊은 슬픔에 잠긴 나머지 정신을 잃고 쓰러진 엘. 
그리고 다음 날 아침, 엘은 뜻밖의 인물을 마주한다. 
바로 미친개로 유명한 개또라이 왕족 테오도르를! 
그런데 그 테오도르가 왠지 내 앞에서는 과하게 예의가 바르다?!","['치명적인', '사이다', '로맨스', '능글남', '서양', '자극적인', '유혹남', '왕족/귀족']",128193,9.97,여성,10대
1524,별을 품은 소드마스터,"별을 품은 소드마스터은 마법과 모험이 가득한 이세계에서 펼쳐지는 대모험을 그린다. 중세판타지액션,  시리어스 요소가 더해져 더욱 흥미롭다.","['판타지', '중세판타지액션', '시리어스', '서양']",304314,9.97,남성,10대
1525,판타지 여동생!,"신비로운 세계로 떨어진 주인공이 특별한 능력을 얻게 되는 판타지 여동생!. 액션판타지,  마법 요소가 더해져 더욱 흥미롭다.","['판타지', '액션판타지', '마법', '크리처']",128231,9.85,남성,10대
1526,괴이,"사이좋은 소꿉친구였던 승환, 도희, 상민은 고등학생이 되어서도 끈끈한 우정을 이어가는 듯했으나,
기묘한 존재인 「괴이」의 등장과 함께 상민이 사라져 버리고 마는데…!
상민의 흔적을 찾아가며 밝혀지는 비밀들…
승환은 어린 시절의 우정을 되찾을 수 있을까?","['크리처', '학원물', '오컬트판타지', '동양', '현대', '세계관', '액션', '소년물']",102264,9.79,남성,10대
1527,하지만 너는 2D잖아,"아싸 고등학생 최수아는 어느 날 기묘한 힘에 이끌려 좋아하던 순정만화 속으로 들어가게 된다.
낯설고도 익숙한 그곳에서 만난 이는... 최애 캐릭터인 남주인공 정지훈?!
미성숙한 덕후 최수아가 만화 속 친구들과 동고동락하며 성장해가는 일상 드라마.","['완결로맨스', '빙의', '2021 지상최대공모전', '로맨스']",36615,9.94,여성,10대
1528,후궁 스캔들,"동생 때문에 억지로 황태자비 간택전에 나가게 된 화영.
이렇게 된 김에 화려하게 쫓겨날 계획을 세운다!
하지만 계속 이상하게 엮이는 황태자 신영 때문에 계획은 쉽지 않고,
오히려 황비와 황태후 눈에 들어 화영은 최고의 후보로 손꼽히게 되어 버리는데….","['소설원작', '동양풍판타지', '로맨스', '완결로맨스']",143556,9.97,남성,10대
1529,최면학교,"'지금부터 당신은 최면에 빠집니다...'
최면능력을 가진 주인공 김찬규는 여자에게 인기를 얻고 싶어 열심히 최면을 이용해보지만 매번 뜻대로 되지 않는다. 
거듭되는 실패 속에 만난 비범한 능력의 소녀와 김찬규, 특별하지만 안타까운 그들의 이야기. 이것은 개그만화가 아닙니다!","['4차원', '개그', '완결개그']",125682,9.69,남성,20대
1530,하루의 하루,"오하루는 다른 사람의 마음을 읽을 수 있는 초능력자다.
얼마 전, 저주 받은 능력 때문에 첫사랑도 허무하게 깨져버리고
건조한 일상을 보내고 있던 하루에게 최근 신경쓰이는 사람이 생겼다.

그 사람은 바로, 같은 과 동기인 도하루.
그녀의 마음은 도무지 보이지 않는다. 이건 혹시.. 운명..?","['완결드라마', '드라마']",51469,9.86,여성,30대
1531,최후의 금빛아이,"언니의 생일날, 이 세계를 지배하는 신에 의해 모든 것을 잃은 소녀 록시.
자신이 신들의 먹이에 불과하다는 충격적인 진실을 알게 된다.
록시는 심장만 있으면 언니를 되살릴 수 있다는 말을 믿고 험난한 여행을 떠난다.
그러나 곧 그녀를 뒤쫓는 자들과 감당할 수 없는 적들이 나타나는데...
록시는 앞을 막아서는 그들을 물리치고 과연 언니를 되살릴 수 있을까?","['이세계', '이능력', '모험', '신화', '인외존재', '성장드라마', '판타지', '시리어스']",79397,9.96,남성,10대
1532,급식러너,"게임이 현실이 되어버린 세상.
학생들은 점심시간마다 급식실로 질주하는 러닝액션 게임 ‘급식러너’에 열광해있다.
하지만 게임셔틀인 민호에겐 매일의 점심시간이 지옥인데...
그때 민호 앞에 나타난 급식러너의 서버운영자 새나의 제안!
“퀘스트를 클리어하면 게임셔틀에서 해방시켜줄게.”
자유를 위한 민호의 치열한 질주가 시작된다!!!
2020 지상최대공모전 대상 수상 작품!","['완결판타지', '판타지', '게임판타지', '2020 지상최대공모전']",51897,9.91,남성,10대
1533,악몽일기,"섬뜩한 악몽을 기록해둔 옴니버스식 공포 스릴러!
과연 이것은 악몽일까, 현실일까?
평범했던 주인공들의 삶이 기이한 악몽으로 변해간다.","['완결스릴러', '괴담', '스릴러', '2020 지상최대공모전']",87387,9.86,남성,20대
1534,후기,무가지에 연재되던 삼류 소설이 사실은 누군가의 살인 후기였다!,"['스릴러', '완결스릴러']",129509,9.95,남성,20대
1535,쿠키히어로,"본 컨텐츠는 쿠키런의 신작, 쿠키런: 오븐브레이크의 브랜드 웹툰입니다.

마녀의 오븐에서 탈출한 쿠키들이 문명 발전을 위해 세운 쿠키 대학교

이 곳에 입학한 꽃미남 신입생, 히어로맛 쿠키! 지금부터 그의 활약이 시작된다!","['완결일상', '일상', '히어로', '완결무료']",24878,9.96,여성,30대
1536,금수저,"'부모님을 선택할 수 있다고!?'
후천적 금수저가 된 아이의 인생 어드벤처","['완결드라마', '인생역전', '드라마']",413687,9.94,여성,30대
1537,만렙소녀 오오라,"돌아온 븟새와 오오라의 대모험! 
..근데 이거 도대체 무슨 만화지?","['개그', '완결무료', '완결개그']",41665,9.48,남성,20대
1538,샌프란시스코 화랑관,"미국 샌프란시스코의 태권도장에서 일어나는
각양각색 사람들의 진솔한 이야기","['완결드라마', '명작', '드라마']",112706,9.98,남성,30대
1539,달이 뜨지 않는 도시,"불행한 삶을 사는 여고생 하정의 유일한 낙은 인플루언서 ‘달달룬’의 일상을 훔쳐보는 것이다.
하정은 그녀에게 집착 수준의 애정을 갖고 집안 월패드까지 해킹해서 아주 사적인 삶조차 샅샅이 훔쳐본다. 
평소와 같이 달달룬의 방을 훔쳐보던 어느날. 하정은 달달룬의 죽음을 목격하게 되고, 다음날 죽은 그녀의 몸에 빙의된 자신을 발견하게 되는데….
2023 지상최대공모전 1기 우수상 수상작.","['범죄', '2023 지상최대공모전', '미스터리', '인생역전', '스릴러', '고자극스릴러']",28503,9.79,남성,20대
1540,물고기로 살아남기,"믿었던 동료의 배신으로 죽을 위기에 처한 '이유신'은 죽음의 순간, 
한줄기 빛을 보게 된다.

""새로운 삶을 다시 시작하시겠습니까?""

정신을 차리자 눈앞에 광활한 저수지가 펼쳐져 있었고 몸은 물고기로 변해 있었다.
물고기가 되어버린 그는 과연 모든 시련을 이겨내고 가족들의 품으로 돌아갈 수 있을까?","['동물', '판타지', '완결판타지']",53716,9.74,남성,10대
1541,아라드의 빛: 먼저 뛰는 자,"신비로운 세계로 떨어진 주인공이 특별한 능력을 얻게 되는 아라드의 빛: 먼저 뛰는 자. 사이다, 던전물 요소가 더해져 더욱 흥미롭다.","['판타지', '사이다', '던전물', '차원이동']",41698,9.8,남성,30대
1542,100,[PUBG UNIVERSE] 국가정보원 천호영은 사라진 의원을 찾기 위해 불법 살인게임 배틀그라운드에 참가한다. 100명의 사형수들 사이에서 벌어지는 서바이벌 액션.,"['서바이벌', '액션', '완결액션']",50657,9.68,남성,20대
1543,지원이들,"평범한 고등학생 정지원은 자신과는 조금씩 다른 '지원이들'을 만난다.
천사 같은 유지원과 웃긴 김지원, 완벽한 친구들을 사귀었다고 생각했는데...
왜 자꾸 비교하게 되고 질투가 나는 걸까?
그 시절 누구나 품었을 미운 마음을 담은 일상개그드라마!","['하이퍼리얼리즘', '완결일상', '일상']",30346,9.91,여성,30대
1544,마리오네타 줄리아,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 마리오네타 줄리아의 이야기. 서양,  미스터리 요소가 더해져 더욱 흥미롭다.","['판타지', '서양', '미스터리', '성장물']",53862,9.97,남성,10대
1545,블러드레인,"국정원과 경찰, 조폭간의 치열한 두뇌싸움. 언더커버로 투입된 투신 강혁의 또다른 신화가 시작된다.","['완결액션', '느와르', '액션', '두뇌싸움']",49078,9.89,남성,20대
1546,연기깡패,현실적인 갈등과 인간관계를 다룬 연기깡패은 깊은 감동을 선사한다. 개그 요소가 더해져 더욱 흥미롭다.,"['드라마', '개그']",28685,9.92,여성,40대
1547,날 가져요,"썸타는 영혼과의 살 떨리는 동거♥
어느 날부터 찬양의 집에 영혼이되 영혼이 아닌 ‘그’가 찾아오기 시작한다. 
두려움에 피하기만 하던 찬양은 드디어 용기를 내 낯설고 두려운 ‘그’와 마주하는데...","['소설원작', '로맨스', '완결로맨스']",173149,9.94,여성,10대
1548,시한부 천재 기사,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 시한부 천재 기사의 이야기. 게임,  상태창 요소가 더해져 더욱 흥미롭다.","['판타지', '액션', '게임', '상태창', '마법']",173414,9.25,남성,10대
1549,오삼이 재생 일기,"서로 다른 환경의 두 사람이 만나 진정한 사랑을 찾아가는 오삼이 재생 일기. 청춘,  러블리 요소가 더해져 더욱 흥미롭다.","['로맨스', '드라마', '청춘', '러블리', '재벌']",173159,9.92,여성,30대
1550,트롤트랩,"트롤을 잡아, 인류를 지켜라!
정체불명 헌터 하태와 알바헌터 지현의 통쾌한 판타지 액션","['완결판타지', '소년왕도물', '판타지']",163211,9.85,남성,10대
1551,내 남편의 애인에게,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 내 남편의 애인에게. 자극적인, 유혹남 요소가 더해져 더욱 흥미롭다.","['로맨스', '판타지', '자극적인', '유혹남', '복수극']",163307,9.9,여성,10대
1552,모태솔로수용소,"모태솔로가 중범죄자 취급받는 미래의 한국
엉겁결에 잡혀들어온 독고남과 수감자들의 우여곡절 코믹 탈주기","['완결드라마', '드라마']",242546,9.92,여성,30대
1553,예뻐요,"예뻐요은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 햇살남, 공식미녀 요소가 더해져 더욱 흥미롭다.","['로맨스', '햇살남', '공식미녀', '아이돌']",49082,9.7,여성,10대
1554,보이지 않는 사랑,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 보이지 않는 사랑. 리얼로맨스,  혐관 요소가 더해져 더욱 흥미롭다.","['로맨스', '리얼로맨스', '혐관']",30371,9.4,여성,10대
1555,진진돌이 제로,"짐승 특수부대의 화려한 총격전!

또 다른 버전으로 만나는 진진돌이.","['완결액션', '액션', '완결무료']",49562,9.92,남성,20대
1556,시간의 섬,"신비한 섬, 각기 다른 14명의 인물들이 들려주는 따뜻한 이야기",['판타지'],53493,9.8,남성,10대
1557,취업의소리,"조석,wony(박종원) 2인의 작가들이 펼치는,팍팍!! 막힘 없이 뚫리는 취업이야기.

웃음은 크게~ 청년 취업 고민은 쏘옥","['개그', '완결무료', '완결개그']",538,9.17,남성,20대
1558,일진만화에서 살아남기,"1위 일진 웹툰 작가 노철민, 자신이 만든 웹툰 속에 갇히다!
그것도 세계관 최약체 캐릭터로! 세계관 최강자 ‘주인공’의 몸속엔 그의 탈주 어시스트?!
성격 파탄 일진 웹툰 작가와 그의 탈주 어시스트, 이 엉망진창 콤비는 험악한 일진만화 세계에서 살아남을 수 있을까?","['완결액션', '액션', '완결무료']",10384,9.51,남성,20대
1559,두꺼비집,"‘두껍아 두껍아 헌집줄게 새집다오’
보육원을 나와 잘 곳을 찾아 헤매던 아이들은 산 속에서 한 비어 있는 집을 발견한다.
아이들은 이 집을 아지트 삼으려 하다가, 집에 갇히고 마는데..
아이들은 이 집에서 무사히 나갈 수 있을까?
이 집에선 대체 무슨 일이 있었던 걸까?","['오컬트', '자극적인', '가족', '서스펜스', '스릴러', '고자극스릴러', '괴담', '시리어스']",30996,9.53,남성,30대
1560,리즌,"믿는 자들과 믿지 않는 자들의
생존을 위한 처절한 몸부림.","['스릴러', '완결스릴러']",69849,9.79,남성,20대
1561,기사도,"물러설 곳 없는 두 남자의 싸움이 시작된다!
쫓고 쫓기는 그들의 스릴 넘치는 이야기, '기사도'","['완결액션', '액션']",119199,9.88,남성,20대
1562,미숙한 친구는 G구인,또띠또띠 뀌꼬르떼 레마르장의 완전 신나는 4차원 지구생활기!,"['개그', '완결개그']",53193,9.94,남성,20대
1563,도자기,어렵다고 느끼는 우리의 문화재를 현대적인 감수성으로 술술 풀어낸 호연 작가님의 세계!오늘의 도자기는 무엇을 품고 있을지 함께 상상해보세요.,"['완결드라마', '완결무료', '드라마']",6058,9.75,여성,30대
